image_id,class,raw_path,processed_path,source_type,colormap,pixel_to_mm,weld_id,defect_present,label_type,split,orig_h,orig_w,crop_r0,crop_r1,crop_c0,crop_c1,patch_size,mask_path,defect_area_px,defect_area_frac,n_components,mask_empty,used_fallback
porosity__G80_3,porosity,data/raw/porosity/G80_3.jpg,data/processed/porosity/porosity__G80_3.npy,gray,none,1.0,porosity__G80,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G80_3.npy,161,0.002457,2,False,False
porosity__G81_1,porosity,data/raw/porosity/G81_1.jpg,data/processed/porosity/porosity__G81_1.npy,gray,none,1.0,porosity__G81,True,pseudo_pending,val,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G81_1.npy,39,0.000595,4,False,False
porosity__G81_2,porosity,data/raw/porosity/G81_2.jpg,data/processed/porosity/porosity__G81_2.npy,gray,none,1.0,porosity__G81,True,pseudo_pending,val,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G81_2.npy,110,0.001678,2,False,False
porosity__G81_3,porosity,data/raw/porosity/G81_3.jpg,data/processed/porosity/porosity__G81_3.npy,gray,none,1.0,porosity__G81,True,pseudo_pending,val,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G81_3.npy,126,0.001923,2,False,False
porosity__G82_1,porosity,data/raw/porosity/G82_1.jpg,data/processed/porosity/porosity__G82_1.npy,gray,none,1.0,porosity__G82,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G82_1.npy,70,0.001068,4,False,False
porosity__G82_2,porosity,data/raw/porosity/G82_2.jpg,data/processed/porosity/porosity__G82_2.npy,gray,none,1.0,porosity__G82,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G82_2.npy,63,0.000961,1,False,False
porosity__G82_3,porosity,data/raw/porosity/G82_3.jpg,data/processed/porosity/porosity__G82_3.npy,gray,none,1.0,porosity__G82,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G82_3.npy,52,0.000793,2,False,False
porosity__G83_1,porosity,data/raw/porosity/G83_1.jpg,data/processed/porosity/porosity__G83_1.npy,gray,none,1.0,porosity__G83,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G83_1.npy,30,0.000458,3,False,False
porosity__G83_2,porosity,data/raw/porosity/G83_2.jpg,data/processed/porosity/porosity__G83_2.npy,gray,none,1.0,porosity__G83,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G83_2.npy,252,0.003845,7,False,False
porosity__G83_3,porosity,data/raw/porosity/G83_3.jpg,data/processed/porosity/porosity__G83_3.npy,gray,none,1.0,porosity__G83,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G83_3.npy,46,0.000702,2,False,False
porosity__G84_1,porosity,data/raw/porosity/G84_1.jpg,data/processed/porosity/porosity__G84_1.npy,gray,none,1.0,porosity__G84,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G84_1.npy,81,0.001236,5,False,False
porosity__G84_2,porosity,data/raw/porosity/G84_2.jpg,data/processed/porosity/porosity__G84_2.npy,gray,none,1.0,porosity__G84,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G84_2.npy,475,0.007248,7,False,False
porosity__G84_3,porosity,data/raw/porosity/G84_3.jpg,data/processed/porosity/porosity__G84_3.npy,gray,none,1.0,porosity__G84,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G84_3.npy,137,0.00209,3,False,False
porosity__G93_1,porosity,data/raw/porosity/G93_1.jpg,data/processed/porosity/porosity__G93_1.npy,gray,none,1.0,porosity__G93,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G93_1.npy,119,0.001816,6,False,False
porosity__G93_2,porosity,data/raw/porosity/G93_2.jpg,data/processed/porosity/porosity__G93_2.npy,gray,none,1.0,porosity__G93,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G93_2.npy,167,0.002548,3,False,False
porosity__G93_3,porosity,data/raw/porosity/G93_3.jpg,data/processed/porosity/porosity__G93_3.npy,gray,none,1.0,porosity__G93,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G93_3.npy,188,0.002869,8,False,False
porosity__G94_1,porosity,data/raw/porosity/G94_1.jpg,data/processed/porosity/porosity__G94_1.npy,gray,none,1.0,porosity__G94,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G94_1.npy,67,0.001022,5,False,False
porosity__G94_2,porosity,data/raw/porosity/G94_2.jpg,data/processed/porosity/porosity__G94_2.npy,gray,none,1.0,porosity__G94,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G94_2.npy,179,0.002731,6,False,False
porosity__G94_3,porosity,data/raw/porosity/G94_3.jpg,data/processed/porosity/porosity__G94_3.npy,gray,none,1.0,porosity__G94,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G94_3.npy,160,0.002441,4,False,False
porosity__G95_1,porosity,data/raw/porosity/G95_1.jpg,data/processed/porosity/porosity__G95_1.npy,gray,none,1.0,porosity__G95,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G95_1.npy,62,0.000946,4,False,False
porosity__G95_2,porosity,data/raw/porosity/G95_2.jpg,data/processed/porosity/porosity__G95_2.npy,gray,none,1.0,porosity__G95,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G95_2.npy,167,0.002548,5,False,False
porosity__G95_3,porosity,data/raw/porosity/G95_3.jpg,data/processed/porosity/porosity__G95_3.npy,gray,none,1.0,porosity__G95,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G95_3.npy,64,0.000977,1,False,False
porosity__G96_1,porosity,data/raw/porosity/G96_1.jpg,data/processed/porosity/porosity__G96_1.npy,gray,none,1.0,porosity__G96,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G96_1.npy,89,0.001358,5,False,False
porosity__G96_2,porosity,data/raw/porosity/G96_2.jpg,data/processed/porosity/porosity__G96_2.npy,gray,none,1.0,porosity__G96,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G96_2.npy,256,0.003906,8,False,False
porosity__G99_2,porosity,data/raw/porosity/G99_2.jpg,data/processed/porosity/porosity__G99_2.npy,gray,none,1.0,porosity__G99,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/porosity/porosity__G99_2.npy,115,0.001755,4,False,False
slag__GS1,slag,data/raw/slag/GS1.jpg,data/processed/slag/slag__GS1.npy,gray,none,1.0,slag__GS1,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS1.npy,124,0.001892,2,False,False
slag__GS100_2,slag,data/raw/slag/GS100_2.jpg,data/processed/slag/slag__GS100_2.npy,gray,none,1.0,slag__GS100,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS100_2.npy,43,0.000656,1,False,False
slag__GS100_3,slag,data/raw/slag/GS100_3.jpg,data/processed/slag/slag__GS100_3.npy,gray,none,1.0,slag__GS100,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS100_3.npy,108,0.001648,2,False,False
slag__GS101,slag,data/raw/slag/GS101.jpg,data/processed/slag/slag__GS101.npy,gray,none,1.0,slag__GS101,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS101.npy,29,0.000443,1,False,False
slag__GS102,slag,data/raw/slag/GS102.jpg,data/processed/slag/slag__GS102.npy,gray,none,1.0,slag__GS102,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS102.npy,74,0.001129,7,False,False
slag__GS102_1,slag,data/raw/slag/GS102_1.jpg,data/processed/slag/slag__GS102_1.npy,gray,none,1.0,slag__GS102,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS102_1.npy,10,0.000153,1,False,False
slag__GS102_2,slag,data/raw/slag/GS102_2.jpg,data/processed/slag/slag__GS102_2.npy,gray,none,1.0,slag__GS102,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS102_2.npy,85,0.001297,3,False,False
slag__GS102_3,slag,data/raw/slag/GS102_3.jpg,data/processed/slag/slag__GS102_3.npy,gray,none,1.0,slag__GS102,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS102_3.npy,160,0.002441,3,False,False
slag__GS103,slag,data/raw/slag/GS103.jpg,data/processed/slag/slag__GS103.npy,gray,none,1.0,slag__GS103,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS103.npy,159,0.002426,8,False,False
slag__GS103_2,slag,data/raw/slag/GS103_2.jpg,data/processed/slag/slag__GS103_2.npy,gray,none,1.0,slag__GS103,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS103_2.npy,111,0.001694,1,False,False
slag__GS104,slag,data/raw/slag/GS104.jpg,data/processed/slag/slag__GS104.npy,gray,none,1.0,slag__GS104,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS104.npy,253,0.00386,5,False,False
slag__GS105,slag,data/raw/slag/GS105.jpg,data/processed/slag/slag__GS105.npy,gray,none,1.0,slag__GS105,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS105.npy,61,0.000931,2,False,False
slag__GS105_1,slag,data/raw/slag/GS105_1.jpg,data/processed/slag/slag__GS105_1.npy,gray,none,1.0,slag__GS105,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS105_1.npy,126,0.001923,5,False,False
slag__GS105_2,slag,data/raw/slag/GS105_2.jpg,data/processed/slag/slag__GS105_2.npy,gray,none,1.0,slag__GS105,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS105_2.npy,218,0.003326,6,False,False
slag__GS105_3,slag,data/raw/slag/GS105_3.jpg,data/processed/slag/slag__GS105_3.npy,gray,none,1.0,slag__GS105,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS105_3.npy,66,0.001007,1,False,False
slag__GS106,slag,data/raw/slag/GS106.jpg,data/processed/slag/slag__GS106.npy,gray,none,1.0,slag__GS106,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS106.npy,102,0.001556,4,False,False
slag__GS106_3,slag,data/raw/slag/GS106_3.jpg,data/processed/slag/slag__GS106_3.npy,gray,none,1.0,slag__GS106,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS106_3.npy,61,0.000931,1,False,False
slag__GS107,slag,data/raw/slag/GS107.jpg,data/processed/slag/slag__GS107.npy,gray,none,1.0,slag__GS107,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS107.npy,103,0.001572,2,False,False
slag__GS107_2,slag,data/raw/slag/GS107_2.jpg,data/processed/slag/slag__GS107_2.npy,gray,none,1.0,slag__GS107,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS107_2.npy,100,0.001526,4,False,False
slag__GS107_3,slag,data/raw/slag/GS107_3.jpg,data/processed/slag/slag__GS107_3.npy,gray,none,1.0,slag__GS107,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS107_3.npy,36,0.000549,1,False,False
slag__GS108,slag,data/raw/slag/GS108.jpg,data/processed/slag/slag__GS108.npy,gray,none,1.0,slag__GS108,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS108.npy,47,0.000717,3,False,False
slag__GS108_2,slag,data/raw/slag/GS108_2.jpg,data/processed/slag/slag__GS108_2.npy,gray,none,1.0,slag__GS108,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS108_2.npy,50,0.000763,2,False,False
slag__GS108_3,slag,data/raw/slag/GS108_3.jpg,data/processed/slag/slag__GS108_3.npy,gray,none,1.0,slag__GS108,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS108_3.npy,79,0.001205,1,False,False
slag__GS109,slag,data/raw/slag/GS109.jpg,data/processed/slag/slag__GS109.npy,gray,none,1.0,slag__GS109,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS109.npy,141,0.002151,3,False,False
slag__GS109_2,slag,data/raw/slag/GS109_2.jpg,data/processed/slag/slag__GS109_2.npy,gray,none,1.0,slag__GS109,True,pseudo_pending,val,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS109_2.npy,134,0.002045,2,False,False
slag__GS109_3,slag,data/raw/slag/GS109_3.jpg,data/processed/slag/slag__GS109_3.npy,gray,none,1.0,slag__GS109,True,pseudo_pending,val,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS109_3.npy,107,0.001633,2,False,False
slag__GS10_1,slag,data/raw/slag/GS10_1.jpg,data/processed/slag/slag__GS10_1.npy,gray,none,1.0,slag__GS10,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS10_1.npy,15,0.000229,1,False,False
slag__GS10_2,slag,data/raw/slag/GS10_2.jpg,data/processed/slag/slag__GS10_2.npy,gray,none,1.0,slag__GS10,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS10_2.npy,24,0.000366,1,False,False
slag__GS10_3,slag,data/raw/slag/GS10_3.jpg,data/processed/slag/slag__GS10_3.npy,gray,none,1.0,slag__GS10,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS10_3.npy,52,0.000793,1,False,False
slag__GS110,slag,data/raw/slag/GS110.jpg,data/processed/slag/slag__GS110.npy,gray,none,1.0,slag__GS110,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS110.npy,112,0.001709,1,False,False
slag__GS110_1,slag,data/raw/slag/GS110_1.jpg,data/processed/slag/slag__GS110_1.npy,gray,none,1.0,slag__GS110,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS110_1.npy,71,0.001083,2,False,False
slag__GS110_2,slag,data/raw/slag/GS110_2.jpg,data/processed/slag/slag__GS110_2.npy,gray,none,1.0,slag__GS110,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS110_2.npy,69,0.001053,1,False,False
slag__GS110_3,slag,data/raw/slag/GS110_3.jpg,data/processed/slag/slag__GS110_3.npy,gray,none,1.0,slag__GS110,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS110_3.npy,144,0.002197,1,False,False
slag__GS111,slag,data/raw/slag/GS111.jpg,data/processed/slag/slag__GS111.npy,gray,none,1.0,slag__GS111,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS111.npy,113,0.001724,7,False,False
slag__GS111_1,slag,data/raw/slag/GS111_1.jpg,data/processed/slag/slag__GS111_1.npy,gray,none,1.0,slag__GS111,True,pseudo_pending,val,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS111_1.npy,75,0.001144,4,False,False
slag__GS111_2,slag,data/raw/slag/GS111_2.jpg,data/processed/slag/slag__GS111_2.npy,gray,none,1.0,slag__GS111,True,pseudo_pending,val,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS111_2.npy,47,0.000717,1,False,False
slag__GS111_3,slag,data/raw/slag/GS111_3.jpg,data/processed/slag/slag__GS111_3.npy,gray,none,1.0,slag__GS111,True,pseudo_pending,val,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS111_3.npy,209,0.003189,3,False,False
slag__GS112,slag,data/raw/slag/GS112.jpg,data/processed/slag/slag__GS112.npy,gray,none,1.0,slag__GS112,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS112.npy,145,0.002213,3,False,False
slag__GS112_1,slag,data/raw/slag/GS112_1.jpg,data/processed/slag/slag__GS112_1.npy,gray,none,1.0,slag__GS112,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS112_1.npy,232,0.00354,6,False,False
slag__GS112_2,slag,data/raw/slag/GS112_2.jpg,data/processed/slag/slag__GS112_2.npy,gray,none,1.0,slag__GS112,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS112_2.npy,125,0.001907,3,False,False
slag__GS112_3,slag,data/raw/slag/GS112_3.jpg,data/processed/slag/slag__GS112_3.npy,gray,none,1.0,slag__GS112,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS112_3.npy,75,0.001144,2,False,False
slag__GS113,slag,data/raw/slag/GS113.jpg,data/processed/slag/slag__GS113.npy,gray,none,1.0,slag__GS113,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS113.npy,126,0.001923,3,False,False
slag__GS113_1,slag,data/raw/slag/GS113_1.jpg,data/processed/slag/slag__GS113_1.npy,gray,none,1.0,slag__GS113,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS113_1.npy,39,0.000595,2,False,False
slag__GS113_3,slag,data/raw/slag/GS113_3.jpg,data/processed/slag/slag__GS113_3.npy,gray,none,1.0,slag__GS113,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS113_3.npy,331,0.005051,6,False,False
slag__GS114,slag,data/raw/slag/GS114.jpg,data/processed/slag/slag__GS114.npy,gray,none,1.0,slag__GS114,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS114.npy,120,0.001831,6,False,False
slag__GS115,slag,data/raw/slag/GS115.jpg,data/processed/slag/slag__GS115.npy,gray,none,1.0,slag__GS115,True,pseudo_pending,val,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS115.npy,72,0.001099,1,False,False
slag__GS115_1,slag,data/raw/slag/GS115_1.jpg,data/processed/slag/slag__GS115_1.npy,gray,none,1.0,slag__GS115,True,pseudo_pending,val,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS115_1.npy,69,0.001053,3,False,False
slag__GS115_2,slag,data/raw/slag/GS115_2.jpg,data/processed/slag/slag__GS115_2.npy,gray,none,1.0,slag__GS115,True,pseudo_pending,val,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS115_2.npy,162,0.002472,7,False,False
slag__GS115_3,slag,data/raw/slag/GS115_3.jpg,data/processed/slag/slag__GS115_3.npy,gray,none,1.0,slag__GS115,True,pseudo_pending,val,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS115_3.npy,54,0.000824,2,False,False
slag__GS116,slag,data/raw/slag/GS116.jpg,data/processed/slag/slag__GS116.npy,gray,none,1.0,slag__GS116,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS116.npy,57,0.00087,1,False,False
slag__GS117,slag,data/raw/slag/GS117.jpg,data/processed/slag/slag__GS117.npy,gray,none,1.0,slag__GS117,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS117.npy,78,0.00119,2,False,False
slag__GS117_1,slag,data/raw/slag/GS117_1.jpg,data/processed/slag/slag__GS117_1.npy,gray,none,1.0,slag__GS117,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS117_1.npy,34,0.000519,1,False,False
slag__GS117_2,slag,data/raw/slag/GS117_2.jpg,data/processed/slag/slag__GS117_2.npy,gray,none,1.0,slag__GS117,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS117_2.npy,83,0.001266,1,False,False
slag__GS117_3,slag,data/raw/slag/GS117_3.jpg,data/processed/slag/slag__GS117_3.npy,gray,none,1.0,slag__GS117,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS117_3.npy,109,0.001663,2,False,False
slag__GS118,slag,data/raw/slag/GS118.jpg,data/processed/slag/slag__GS118.npy,gray,none,1.0,slag__GS118,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS118.npy,147,0.002243,2,False,False
slag__GS118_2,slag,data/raw/slag/GS118_2.jpg,data/processed/slag/slag__GS118_2.npy,gray,none,1.0,slag__GS118,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS118_2.npy,102,0.001556,3,False,False
slag__GS118_3,slag,data/raw/slag/GS118_3.jpg,data/processed/slag/slag__GS118_3.npy,gray,none,1.0,slag__GS118,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS118_3.npy,78,0.00119,2,False,False
slag__GS119,slag,data/raw/slag/GS119.jpg,data/processed/slag/slag__GS119.npy,gray,none,1.0,slag__GS119,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS119.npy,62,0.000946,2,False,False
slag__GS119_1,slag,data/raw/slag/GS119_1.jpg,data/processed/slag/slag__GS119_1.npy,gray,none,1.0,slag__GS119,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS119_1.npy,65,0.000992,2,False,False
slag__GS119_3,slag,data/raw/slag/GS119_3.jpg,data/processed/slag/slag__GS119_3.npy,gray,none,1.0,slag__GS119,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS119_3.npy,212,0.003235,1,False,False
slag__GS11_1,slag,data/raw/slag/GS11_1.jpg,data/processed/slag/slag__GS11_1.npy,gray,none,1.0,slag__GS11,True,pseudo_pending,val,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS11_1.npy,122,0.001862,4,False,False
slag__GS11_2,slag,data/raw/slag/GS11_2.jpg,data/processed/slag/slag__GS11_2.npy,gray,none,1.0,slag__GS11,True,pseudo_pending,val,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS11_2.npy,206,0.003143,5,False,False
slag__GS120,slag,data/raw/slag/GS120.jpg,data/processed/slag/slag__GS120.npy,gray,none,1.0,slag__GS120,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS120.npy,46,0.000702,1,False,False
slag__GS120_3,slag,data/raw/slag/GS120_3.jpg,data/processed/slag/slag__GS120_3.npy,gray,none,1.0,slag__GS120,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS120_3.npy,56,0.000854,1,False,False
slag__GS121,slag,data/raw/slag/GS121.jpg,data/processed/slag/slag__GS121.npy,gray,none,1.0,slag__GS121,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS121.npy,70,0.001068,1,False,False
slag__GS121_2,slag,data/raw/slag/GS121_2.jpg,data/processed/slag/slag__GS121_2.npy,gray,none,1.0,slag__GS121,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS121_2.npy,146,0.002228,3,False,False
slag__GS121_3,slag,data/raw/slag/GS121_3.jpg,data/processed/slag/slag__GS121_3.npy,gray,none,1.0,slag__GS121,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS121_3.npy,125,0.001907,2,False,False
slag__GS122,slag,data/raw/slag/GS122.jpg,data/processed/slag/slag__GS122.npy,gray,none,1.0,slag__GS122,True,pseudo_pending,test,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS122.npy,38,0.00058,1,False,False
slag__GS122_1,slag,data/raw/slag/GS122_1.jpg,data/processed/slag/slag__GS122_1.npy,gray,none,1.0,slag__GS122,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS122_1.npy,100,0.001526,1,False,False
slag__GS122_2,slag,data/raw/slag/GS122_2.jpg,data/processed/slag/slag__GS122_2.npy,gray,none,1.0,slag__GS122,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS122_2.npy,220,0.003357,6,False,False
slag__GS122_3,slag,data/raw/slag/GS122_3.jpg,data/processed/slag/slag__GS122_3.npy,gray,none,1.0,slag__GS122,True,pseudo_pending,test,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS122_3.npy,94,0.001434,1,False,False
slag__GS123,slag,data/raw/slag/GS123.jpg,data/processed/slag/slag__GS123.npy,gray,none,1.0,slag__GS123,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS123.npy,141,0.002151,5,False,False
slag__GS123_1,slag,data/raw/slag/GS123_1.jpg,data/processed/slag/slag__GS123_1.npy,gray,none,1.0,slag__GS123,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS123_1.npy,138,0.002106,4,False,False
slag__GS123_2,slag,data/raw/slag/GS123_2.jpg,data/processed/slag/slag__GS123_2.npy,gray,none,1.0,slag__GS123,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS123_2.npy,49,0.000748,1,False,False
slag__GS123_3,slag,data/raw/slag/GS123_3.jpg,data/processed/slag/slag__GS123_3.npy,gray,none,1.0,slag__GS123,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS123_3.npy,134,0.002045,1,False,False
slag__GS124,slag,data/raw/slag/GS124.jpg,data/processed/slag/slag__GS124.npy,gray,none,1.0,slag__GS124,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS124.npy,45,0.000687,2,False,False
slag__GS124_1,slag,data/raw/slag/GS124_1.jpg,data/processed/slag/slag__GS124_1.npy,gray,none,1.0,slag__GS124,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS124_1.npy,69,0.001053,2,False,False
slag__GS124_2,slag,data/raw/slag/GS124_2.jpg,data/processed/slag/slag__GS124_2.npy,gray,none,1.0,slag__GS124,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS124_2.npy,71,0.001083,1,False,False
slag__GS124_3,slag,data/raw/slag/GS124_3.jpg,data/processed/slag/slag__GS124_3.npy,gray,none,1.0,slag__GS124,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS124_3.npy,89,0.001358,2,False,False
slag__GS125,slag,data/raw/slag/GS125.jpg,data/processed/slag/slag__GS125.npy,gray,none,1.0,slag__GS125,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS125.npy,80,0.001221,1,False,False
slag__GS125_2,slag,data/raw/slag/GS125_2.jpg,data/processed/slag/slag__GS125_2.npy,gray,none,1.0,slag__GS125,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS125_2.npy,99,0.001511,2,False,False
slag__GS125_3,slag,data/raw/slag/GS125_3.jpg,data/processed/slag/slag__GS125_3.npy,gray,none,1.0,slag__GS125,True,pseudo_pending,train,512,512,40,453,69,460,256,data/processed/masks/slag/slag__GS125_3.npy,103,0.001572,1,False,False
slag__GS126,slag,data/raw/slag/GS126.jpg,data/processed/slag/slag__GS126.npy,gray,none,1.0,slag__GS126,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS126.npy,30,0.000458,1,False,False
slag__GS127,slag,data/raw/slag/GS127.jpg,data/processed/slag/slag__GS127.npy,gray,none,1.0,slag__GS127,True,pseudo_pending,train,512,512,38,453,69,460,256,data/processed/masks/slag/slag__GS127.npy,186,0.002838,5,False,False
